工作表,怪物ID,Excel行,物品名,B物品ID,C奖励类型,D金币金额,E公式或原数字,E表示类型,数值候选或公式精确分数,F显示来源,G历史构成,H原槽字段
骷髅战士,52,13,玻璃戒指,199,物品,,'=1/30,exact_formula,1/30,'=E13,SPB:AUTO_BOOST;SPB_CEILING_1_20;小怪装备分母x3,dpv2.direct.m52.slot_026
骷髅战士,52,14,皮制手套,177,物品,,'=1/30,exact_formula,1/30,'=E14,SPB:AUTO_BOOST;SPB_CEILING_1_20;小怪装备分母x3,dpv2.direct.m52.slot_028
骷髅战士,52,15,钢手镯,178,物品,,'=1/30,exact_formula,1/30,'=E15,SPB:AUTO_BOOST;SPB_CEILING_1_20;小怪装备分母x3,dpv2.direct.m52.slot_030
骷髅战士,52,16,银手镯,176,物品,,'=1/30,exact_formula,1/30,'=E16,SPB:AUTO_BOOST;SPB_CEILING_1_20;小怪装备分母x3,dpv2.direct.m52.slot_029
骷髅战士,52,17,青铜剑,83,物品,,'=1/30,exact_formula,1/30,'=E17,SPB:AUTO_BOOST;SPB_CEILING_1_20;小怪装备分母x3,dpv2.direct.m52.slot_024
骷髅战士,52,18,短剑,84,物品,,'=1/30,exact_formula,1/30,'=E18,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m52.slot_016
骷髅战士,52,19,轻型盔甲(男),118,物品,,'=1/30,exact_formula,1/30,'=E19,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m52.slot_017
骷髅战士,52,21,铁剑,85,物品,,'=1/30,exact_formula,1/30,'=E21,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m52.slot_015
骷髅战士,52,22,青铜头盔,147,物品,,'=1/30,exact_formula,1/30,'=E22,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m52.slot_023
骷髅战士,52,23,青铜斧,87,物品,,'=1/30,exact_formula,1/30,'=E23,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m52.slot_019
骷髅战士,52,24,黄色水晶项链,158,物品,,'=1/30,exact_formula,1/30,'=E24,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m52.slot_021
骷髅战士,52,25,黑檀项链,157,物品,,'=1/30,exact_formula,1/30,'=E25,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m52.slot_020
骷髅战士,52,26,黑色水晶项链,156,物品,,'=1/30,exact_formula,1/30,'=E26,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m52.slot_022
骷髅战士,52,27,体力强效神水,910001,物品,,'=1/30,exact_formula,1/30,'=E27,SPB:AUTO_BOOST;小怪神水分母x6,dpv2.direct.m52.slot_035
骷髅战士,52,28,攻击神水,910004,物品,,'=1/60,exact_formula,1/60,'=E28,SPB:AUTO_BOOST;小怪神水分母x6,dpv2.direct.m52.slot_033
骷髅战士,52,29,魔力强效神水,910002,物品,,'=1/60,exact_formula,1/60,'=E29,SPB:AUTO_BOOST;小怪神水分母x6,dpv2.direct.m52.slot_036
骷髅战士,52,30,魔力神水,910005,物品,,'=1/60,exact_formula,1/60,'=E30,SPB:AUTO_BOOST;小怪神水分母x6,dpv2.direct.m52.slot_034
骷髅战士,52,31,八荒,89,物品,,'=1/60,exact_formula,1/60,'=E31,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m52.slot_004
骷髅战士,52,32,凌风,92,物品,,'=1/60,exact_formula,1/60,'=E32,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m52.slot_007
骷髅战士,52,33,凤凰明珠,163,物品,,'=1/60,exact_formula,1/60,'=E33,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m52.slot_011
骷髅战士,52,34,半月,91,物品,,'=1/60,exact_formula,1/60,'=E34,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m52.slot_005
骷髅战士,52,35,坚固手套,182,物品,,'=1/60,exact_formula,1/60,'=E35,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m52.slot_012
骷髅战士,52,36,海魂,90,物品,,'=1/60,exact_formula,1/60,'=E36,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m52.slot_006
骷髅战士,52,37,灯笼项链,164,物品,,'=1/60,exact_formula,1/60,'=E37,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m52.slot_014
骷髅战士,52,38,琥珀项链,162,物品,,'=1/60,exact_formula,1/60,'=E38,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m52.slot_010
骷髅战士,52,39,蓝色水晶戒指,202,物品,,'=1/60,exact_formula,1/60,'=E39,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m52.slot_008
骷髅战士,52,40,魔法手镯,183,物品,,'=1/60,exact_formula,1/60,'=E40,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m52.slot_013
骷髅战士,52,41,魔鬼项链,161,物品,,'=1/60,exact_formula,1/60,'=E41,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m52.slot_009
粪虫,60,6,金创药(小量),920045,物品,,'=1/5,exact_formula,1/5,'=E6,SPB:BYPASS_COMMON_RECOVERY,dpv2.direct.m60.slot_001
粪虫,60,7,魔法药(小量),920053,物品,,'=1/5,exact_formula,1/5,'=E7,SPB:BYPASS_COMMON_RECOVERY,dpv2.direct.m60.slot_002
粪虫,60,8,太阳水,920014,物品,,'=1/5,exact_formula,1/5,'=E8,SPB:BYPASS_COMMON_RECOVERY,dpv2.direct.m60.slot_003
粪虫,60,9,麻痹戒指,252,物品,,'=1/1200,exact_formula,1/1200,'=E9,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m60.slot_004
暗黑战士,62,6,金币,,金币,950,'=1/4,exact_formula,1/4,'=E6,SPB:BYPASS_GOLD,dpv2.direct.m62.slot_001
暗黑战士,62,7,金创药(小量),920045,物品,,'=1/5,exact_formula,1/5,'=E7,SPB:BYPASS_COMMON_RECOVERY,dpv2.direct.m62.slot_002
暗黑战士,62,8,魔法药(小量),920053,物品,,'=1/5,exact_formula,1/5,'=E8,SPB:BYPASS_COMMON_RECOVERY,dpv2.direct.m62.slot_003
暗黑战士,62,9,八荒,89,物品,,'=1/40,exact_formula,1/40,'=E9,SPB:AUTO_BOOST;SPB_CEILING_1_20;小怪装备分母x3,dpv2.direct.m62.slot_004
暗黑战士,62,10,六角戒指,198,物品,,'=1/40,exact_formula,1/40,'=E10,SPB:AUTO_BOOST;SPB_CEILING_1_20;小怪装备分母x3,dpv2.direct.m62.slot_027
暗黑战士,62,11,凌风,92,物品,,'=1/40,exact_formula,1/40,'=E11,SPB:AUTO_BOOST;SPB_CEILING_1_20;小怪装备分母x3,dpv2.direct.m62.slot_007
暗黑战士,62,12,凤凰明珠,163,物品,,'=1/40,exact_formula,1/40,'=E12,SPB:AUTO_BOOST;SPB_CEILING_1_20;小怪装备分母x3,dpv2.direct.m62.slot_011
暗黑战士,62,13,半月,91,物品,,'=1/40,exact_formula,1/40,'=E13,SPB:AUTO_BOOST;SPB_CEILING_1_20;小怪装备分母x3,dpv2.direct.m62.slot_005
暗黑战士,62,14,坚固手套,182,物品,,'=1/40,exact_formula,1/40,'=E14,SPB:AUTO_BOOST;SPB_CEILING_1_20;小怪装备分母x3,dpv2.direct.m62.slot_012
暗黑战士,62,15,大手镯,179,物品,,'=1/40,exact_formula,1/40,'=E15,SPB:AUTO_BOOST;SPB_CEILING_1_20;小怪装备分母x3,dpv2.direct.m62.slot_032
暗黑战士,62,16,小手镯,175,物品,,'=1/40,exact_formula,1/40,'=E16,SPB:AUTO_BOOST;SPB_CEILING_1_20;小怪装备分母x3,dpv2.direct.m62.slot_025
暗黑战士,62,17,海魂,90,物品,,'=1/40,exact_formula,1/40,'=E17,SPB:AUTO_BOOST;SPB_CEILING_1_20;小怪装备分母x3,dpv2.direct.m62.slot_006
暗黑战士,62,18,灯笼项链,164,物品,,'=1/40,exact_formula,1/40,'=E18,SPB:AUTO_BOOST;SPB_CEILING_1_20;小怪装备分母x3,dpv2.direct.m62.slot_014
暗黑战士,62,19,牛角戒指,200,物品,,'=1/40,exact_formula,1/40,'=E19,SPB:AUTO_BOOST;SPB_CEILING_1_20;小怪装备分母x3,dpv2.direct.m62.slot_031
暗黑战士,62,20,玻璃戒指,199,物品,,'=1/40,exact_formula,1/40,'=E20,SPB:AUTO_BOOST;SPB_CEILING_1_20;小怪装备分母x3,dpv2.direct.m62.slot_026
暗黑战士,62,21,琥珀项链,162,物品,,'=1/40,exact_formula,1/40,'=E21,SPB:AUTO_BOOST;SPB_CEILING_1_20;小怪装备分母x3,dpv2.direct.m62.slot_010
暗黑战士,62,22,皮制手套,177,物品,,'=1/40,exact_formula,1/40,'=E22,SPB:AUTO_BOOST;SPB_CEILING_1_20;小怪装备分母x3,dpv2.direct.m62.slot_028
暗黑战士,62,23,短剑,84,物品,,'=1/40,exact_formula,1/40,'=E23,SPB:AUTO_BOOST;SPB_CEILING_1_20;小怪装备分母x3,dpv2.direct.m62.slot_016
暗黑战士,62,24,蓝色水晶戒指,202,物品,,'=1/40,exact_formula,1/40,'=E24,SPB:AUTO_BOOST;SPB_CEILING_1_20;小怪装备分母x3,dpv2.direct.m62.slot_008
暗黑战士,62,25,轻型盔甲(男),118,物品,,'=1/40,exact_formula,1/40,'=E25,SPB:AUTO_BOOST;SPB_CEILING_1_20;小怪装备分母x3,dpv2.direct.m62.slot_017
暗黑战士,62,27,铁剑,85,物品,,'=1/40,exact_formula,1/40,'=E27,SPB:AUTO_BOOST;SPB_CEILING_1_20;小怪装备分母x3,dpv2.direct.m62.slot_015
暗黑战士,62,28,银手镯,176,物品,,'=1/40,exact_formula,1/40,'=E28,SPB:AUTO_BOOST;SPB_CEILING_1_20;小怪装备分母x3,dpv2.direct.m62.slot_029
暗黑战士,62,29,青铜剑,83,物品,,'=1/40,exact_formula,1/40,'=E29,SPB:AUTO_BOOST;SPB_CEILING_1_20;小怪装备分母x3,dpv2.direct.m62.slot_024
暗黑战士,62,30,青铜头盔,147,物品,,'=1/40,exact_formula,1/40,'=E30,SPB:AUTO_BOOST;SPB_CEILING_1_20;小怪装备分母x3,dpv2.direct.m62.slot_023
暗黑战士,62,31,青铜斧,87,物品,,'=1/40,exact_formula,1/40,'=E31,SPB:AUTO_BOOST;SPB_CEILING_1_20;小怪装备分母x3,dpv2.direct.m62.slot_019
暗黑战士,62,32,魔法头盔,148,物品,,'=1/40,exact_formula,1/40,'=E32,SPB:AUTO_BOOST;SPB_CEILING_1_20;小怪装备分母x3,dpv2.direct.m62.slot_030
暗黑战士,62,33,魔法手镯,183,物品,,'=1/40,exact_formula,1/40,'=E33,SPB:AUTO_BOOST;SPB_CEILING_1_20;小怪装备分母x3,dpv2.direct.m62.slot_013
暗黑战士,62,34,魔鬼项链,161,物品,,'=1/40,exact_formula,1/40,'=E34,SPB:AUTO_BOOST;SPB_CEILING_1_20;小怪装备分母x3,dpv2.direct.m62.slot_009
暗黑战士,62,35,黄色水晶项链,158,物品,,'=1/40,exact_formula,1/40,'=E35,SPB:AUTO_BOOST;SPB_CEILING_1_20;小怪装备分母x3,dpv2.direct.m62.slot_021
暗黑战士,62,36,黑檀项链,157,物品,,'=1/40,exact_formula,1/40,'=E36,SPB:AUTO_BOOST;SPB_CEILING_1_20;小怪装备分母x3,dpv2.direct.m62.slot_020
暗黑战士,62,37,黑色水晶项链,156,物品,,'=1/40,exact_formula,1/40,'=E37,SPB:AUTO_BOOST;SPB_CEILING_1_20;小怪装备分母x3,dpv2.direct.m62.slot_022
暗黑战士,62,38,偃月,95,物品,,'=1/80,exact_formula,1/80,'=E38,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m62.slot_042
暗黑战士,62,39,小手镯,175,物品,,'=1/80,exact_formula,1/80,'=E39,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m62.slot_048
暗黑战士,62,40,斩马刀,94,物品,,'=1/80,exact_formula,1/80,'=E40,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m62.slot_041
暗黑战士,62,41,珍珠戒指,205,物品,,'=1/80,exact_formula,1/80,'=E41,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m62.slot_039
暗黑战士,62,42,生铁戒指,201,物品,,'=1/80,exact_formula,1/80,'=E42,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m62.slot_044
暗黑战士,62,43,白色虎齿项链,159,物品,,'=1/80,exact_formula,1/80,'=E43,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m62.slot_045
暗黑战士,62,44,白金项链,155,物品,,'=1/80,exact_formula,1/80,'=E44,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m62.slot_046
暗黑战士,62,45,破魂,93,物品,,'=1/80,exact_formula,1/80,'=E45,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m62.slot_040
暗黑战士,62,46,蛇眼戒指,204,物品,,'=1/80,exact_formula,1/80,'=E46,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m62.slot_038
暗黑战士,62,47,道士手镯,185,物品,,'=1/80,exact_formula,1/80,'=E47,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m62.slot_033
暗黑战士,62,48,降魔 ×2,96,物品,,'=1/80,exact_formula,1/80,'=E48,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m62.slot_036 等2个独立槽
暗黑战士,62,49,骷髅戒指,207,物品,,'=1/80,exact_formula,1/80,'=E49,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m62.slot_047
暗黑战士,62,50,魔力手镯,186,物品,,'=1/80,exact_formula,1/80,'=E50,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m62.slot_035
暗黑战士,62,51,黑檀手镯,184,物品,,'=1/80,exact_formula,1/80,'=E51,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m62.slot_034
暗黑战士,62,52,黑色水晶戒指,203,物品,,'=1/80,exact_formula,1/80,'=E52,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m62.slot_037
沃玛战士,64,6,金币,,金币,1000,'=1/4,exact_formula,1/4,'=E6,SPB:BYPASS_GOLD,dpv2.direct.m64.slot_001
沃玛战士,64,7,八荒,89,物品,,'=1/40,exact_formula,1/40,'=E7,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m64.slot_033
沃玛战士,64,8,六角戒指,198,物品,,'=1/40,exact_formula,1/40,'=E8,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m64.slot_010
沃玛战士,64,9,凌风,92,物品,,'=1/40,exact_formula,1/40,'=E9,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m64.slot_030
沃玛战士,64,10,凤凰明珠,163,物品,,'=1/40,exact_formula,1/40,'=E10,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m64.slot_026
沃玛战士,64,11,半月,91,物品,,'=1/40,exact_formula,1/40,'=E11,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m64.slot_032
沃玛战士,64,12,古铜戒指,197,物品,,'=1/40,exact_formula,1/40,'=E12,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m64.slot_006
沃玛战士,64,13,坚固手套,182,物品,,'=1/40,exact_formula,1/40,'=E13,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m64.slot_025
沃玛战士,64,14,大手镯,179,物品,,'=1/40,exact_formula,1/40,'=E14,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m64.slot_004
沃玛战士,64,15,小手镯,175,物品,,'=1/40,exact_formula,1/40,'=E15,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m64.slot_012
沃玛战士,64,16,海魂,90,物品,,'=1/40,exact_formula,1/40,'=E16,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m64.slot_031
沃玛战士,64,17,灯笼项链,164,物品,,'=1/40,exact_formula,1/40,'=E17,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m64.slot_023
沃玛战士,64,18,牛角戒指,200,物品,,'=1/40,exact_formula,1/40,'=E18,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m64.slot_005
沃玛战士,64,19,玻璃戒指,199,物品,,'=1/40,exact_formula,1/40,'=E19,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m64.slot_011
沃玛战士,64,20,琥珀项链,162,物品,,'=1/40,exact_formula,1/40,'=E20,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m64.slot_027
沃玛战士,64,21,皮制手套,177,物品,,'=1/40,exact_formula,1/40,'=E21,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m64.slot_009
沃玛战士,64,22,短剑,84,物品,,'=1/40,exact_formula,1/40,'=E22,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m64.slot_021
沃玛战士,64,23,蓝色水晶戒指,202,物品,,'=1/40,exact_formula,1/40,'=E23,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m64.slot_029
沃玛战士,64,24,轻型盔甲(男),118,物品,,'=1/40,exact_formula,1/40,'=E24,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m64.slot_020
沃玛战士,64,26,钢手镯,178,物品,,'=1/40,exact_formula,1/40,'=E26,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m64.slot_007
沃玛战士,64,27,铁剑,85,物品,,'=1/40,exact_formula,1/40,'=E27,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m64.slot_022
沃玛战士,64,28,银手镯,176,物品,,'=1/40,exact_formula,1/40,'=E28,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m64.slot_008
沃玛战士,64,29,青铜剑,83,物品,,'=1/40,exact_formula,1/40,'=E29,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m64.slot_013
沃玛战士,64,30,青铜头盔,147,物品,,'=1/40,exact_formula,1/40,'=E30,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m64.slot_014
沃玛战士,64,31,青铜斧,87,物品,,'=1/40,exact_formula,1/40,'=E31,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m64.slot_018
沃玛战士,64,32,魔法手镯,183,物品,,'=1/40,exact_formula,1/40,'=E32,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m64.slot_024
沃玛战士,64,33,魔鬼项链,161,物品,,'=1/40,exact_formula,1/40,'=E33,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m64.slot_028
沃玛战士,64,34,黄色水晶项链,158,物品,,'=1/40,exact_formula,1/40,'=E34,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m64.slot_016
沃玛战士,64,35,黑檀项链,157,物品,,'=1/40,exact_formula,1/40,'=E35,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m64.slot_017
沃玛战士,64,36,黑色水晶项链,156,物品,,'=1/40,exact_formula,1/40,'=E36,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m64.slot_015
沃玛战士,64,37,金创药(小量),920045,物品,,'=1/5,exact_formula,1/5,'=E37,SPB:BYPASS_COMMON_RECOVERY,dpv2.direct.m64.slot_002
沃玛战士,64,38,偃月,95,物品,,'=1/80,exact_formula,1/80,'=E38,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m64.slot_040
沃玛战士,64,39,小手镯,175,物品,,'=1/80,exact_formula,1/80,'=E39,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m64.slot_035
沃玛战士,64,40,斩马刀,94,物品,,'=1/80,exact_formula,1/80,'=E40,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m64.slot_041
沃玛战士,64,41,珍珠戒指,205,物品,,'=1/80,exact_formula,1/80,'=E41,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m64.slot_043
沃玛战士,64,42,生铁戒指,201,物品,,'=1/80,exact_formula,1/80,'=E42,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m64.slot_039
沃玛战士,64,43,白色虎齿项链,159,物品,,'=1/80,exact_formula,1/80,'=E43,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m64.slot_038
沃玛战士,64,44,白金项链,155,物品,,'=1/80,exact_formula,1/80,'=E44,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m64.slot_037
沃玛战士,64,45,破魂,93,物品,,'=1/80,exact_formula,1/80,'=E45,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m64.slot_042
沃玛战士,64,46,蛇眼戒指,204,物品,,'=1/80,exact_formula,1/80,'=E46,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m64.slot_044
沃玛战士,64,47,道士手镯,185,物品,,'=1/80,exact_formula,1/80,'=E47,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m64.slot_049
沃玛战士,64,48,降魔,96,物品,,'=1/80,exact_formula,1/80,'=E48,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m64.slot_046
沃玛战士,64,49,骷髅戒指,207,物品,,'=1/80,exact_formula,1/80,'=E49,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m64.slot_036
沃玛战士,64,50,魔力手镯,186,物品,,'=1/80,exact_formula,1/80,'=E50,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m64.slot_047
沃玛战士,64,51,黑檀手镯,184,物品,,'=1/80,exact_formula,1/80,'=E51,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m64.slot_048
沃玛战士,64,52,黑色水晶戒指,203,物品,,'=1/80,exact_formula,1/80,'=E52,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m64.slot_045
沃玛战士,64,53,魔法药(小量),920053,物品,,'=1/5,exact_formula,1/5,'=E53,SPB:BYPASS_COMMON_RECOVERY,dpv2.direct.m64.slot_003
沃玛战士,64,54,太阳水,920014,物品,,'=1/5,exact_formula,1/5,'=E54,SPB:BYPASS_COMMON_RECOVERY,dpv2.direct.m64.slot_034
沃玛战士,64,55,金币,,金币,2500,'=1/100,exact_formula,1/100,'=E55,SPB:BYPASS_GOLD,dpv2.direct.m64.slot_050
沃玛勇士,66,6,金币,,金币,1100,'=1/4,exact_formula,1/4,'=E6,SPB:BYPASS_GOLD,dpv2.direct.m66.slot_001
沃玛勇士,66,7,金创药(中量),920044,物品,,'=1/5,exact_formula,1/5,'=E7,SPB:BYPASS_COMMON_RECOVERY,dpv2.direct.m66.slot_002
沃玛勇士,66,8,魔法药(中量),920052,物品,,'=1/5,exact_formula,1/5,'=E8,SPB:BYPASS_COMMON_RECOVERY,dpv2.direct.m66.slot_003
沃玛勇士,66,9,太阳水,920014,物品,,'=1/5,exact_formula,1/5,'=E9,SPB:BYPASS_COMMON_RECOVERY,dpv2.direct.m66.slot_004
沃玛勇士,66,10,六角戒指,198,物品,,'=1/40,exact_formula,1/40,'=E10,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m66.slot_043
沃玛勇士,66,11,大手镯,179,物品,,'=1/40,exact_formula,1/40,'=E11,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m66.slot_048
沃玛勇士,66,12,小手镯,175,物品,,'=1/40,exact_formula,1/40,'=E12,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m66.slot_041
沃玛勇士,66,13,牛角戒指,200,物品,,'=1/40,exact_formula,1/40,'=E13,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m66.slot_047
沃玛勇士,66,14,玻璃戒指,199,物品,,'=1/40,exact_formula,1/40,'=E14,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m66.slot_042
沃玛勇士,66,15,皮制手套,177,物品,,'=1/40,exact_formula,1/40,'=E15,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m66.slot_044
沃玛勇士,66,16,短剑,84,物品,,'=1/40,exact_formula,1/40,'=E16,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m66.slot_032
沃玛勇士,66,17,轻型盔甲(男),118,物品,,'=1/40,exact_formula,1/40,'=E17,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m66.slot_033
沃玛勇士,66,19,钢手镯,178,物品,,'=1/40,exact_formula,1/40,'=E19,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m66.slot_046
沃玛勇士,66,20,铁剑,85,物品,,'=1/40,exact_formula,1/40,'=E20,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m66.slot_031
沃玛勇士,66,21,银手镯,176,物品,,'=1/40,exact_formula,1/40,'=E21,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m66.slot_045
沃玛勇士,66,22,青铜剑,83,物品,,'=1/40,exact_formula,1/40,'=E22,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m66.slot_040
沃玛勇士,66,23,青铜头盔,147,物品,,'=1/40,exact_formula,1/40,'=E23,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m66.slot_039
沃玛勇士,66,24,青铜斧,87,物品,,'=1/40,exact_formula,1/40,'=E24,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m66.slot_035
沃玛勇士,66,25,黄色水晶项链,158,物品,,'=1/40,exact_formula,1/40,'=E25,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m66.slot_037
沃玛勇士,66,26,黑檀项链,157,物品,,'=1/40,exact_formula,1/40,'=E26,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m66.slot_036
沃玛勇士,66,27,黑色水晶项链,156,物品,,'=1/40,exact_formula,1/40,'=E27,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m66.slot_038
沃玛勇士,66,28,八荒,89,物品,,'=1/80,exact_formula,1/80,'=E28,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m66.slot_020
沃玛勇士,66,29,凌风,92,物品,,'=1/80,exact_formula,1/80,'=E29,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m66.slot_023
沃玛勇士,66,30,凤凰明珠,163,物品,,'=1/80,exact_formula,1/80,'=E30,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m66.slot_027
沃玛勇士,66,31,半月,91,物品,,'=1/80,exact_formula,1/80,'=E31,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m66.slot_021
沃玛勇士,66,32,坚固手套,182,物品,,'=1/80,exact_formula,1/80,'=E32,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m66.slot_028
沃玛勇士,66,33,海魂,90,物品,,'=1/80,exact_formula,1/80,'=E33,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m66.slot_022
沃玛勇士,66,34,灯笼项链,164,物品,,'=1/80,exact_formula,1/80,'=E34,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m66.slot_030
沃玛勇士,66,35,琥珀项链,162,物品,,'=1/80,exact_formula,1/80,'=E35,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m66.slot_026
沃玛勇士,66,36,蓝色水晶戒指,202,物品,,'=1/80,exact_formula,1/80,'=E36,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m66.slot_024
沃玛勇士,66,37,魔法手镯,183,物品,,'=1/80,exact_formula,1/80,'=E37,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m66.slot_029
沃玛勇士,66,38,魔鬼项链,161,物品,,'=1/80,exact_formula,1/80,'=E38,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m66.slot_025
